City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
586,Hashtrud,37.4779,47.0508,54.88,51,64,2.48,IR,2023-05-10 19:34:31
587,Petukhovo,55.0692,67.9019,43.97,88,100,9.04,RU,2023-05-10 19:34:31
588,Kunming,25.0389,102.7183,60.73,63,0,4.47,CN,2023-05-10 19:34:31
589,Cadale,2.7603,46.3222,80.74,83,20,17.83,SO,2023-05-10 19:34:31
590,Boisar,19.8,72.75,83.89,74,34,1.68,IN,2023-05-10 19:34:32
591,Colonia,50.9333,6.95,57.85,81,100,5.75,DE,2023-05-10 19:34:32
592,Kapa'A,22.0752,-159.319,79.12,68,0,13.8,US,2023-05-10 19:34:32
593,Tindouf,27.6711,-8.1474,100.85,10,40,13.8,DZ,2023-05-10 19:34:32
594,Batticaloa,7.7102,81.6924,79.97,83,100,6.08,LK,2023-05-10 19:34:32
595,Pryamitsyno,51.6561,35.9314,50.54,53,98,6.24,RU,2023-05-10 19:34:33
596,Adrar,20.5022,-10.0711,94.08,17,78,11.45,MR,2023-05-10 19:34:33
597,Bossangoa,6.4926,17.4552,77.47,73,100,5.19,CF,2023-05-10 19:34:33
